"ZIP Code","Week Number","Week Start","Week End","Cases - Weekly","Cases - Cumulative","Case Rate - Weekly","Case Rate - Cumulative","Deaths - Weekly","Deaths - Cumulative","Death Rate - Weekly","Death Rate - Cumulative","Population.x","Total Doses - Daily","Total Doses - Cumulative","Vaccine Series Completed - Daily","Vaccine Series Completed - Cumulative","Vaccine Series Completed  - Percent Population","Population.y"
"60639",6,"02/06/2022",2022-02-12,76,23971,84,26482.3,1,295,1.1,325.9,90517,412,154380,151,63592,0.721,88204
"60639",7,"02/13/2022",2022-02-19,69,24040,76,26558.5,1,296,1.1,327,90517,304,156082,155,64363,0.73,88204
"60628",50,"12/12/2021",2021-12-18,577,8121,865,12171,5,251,7.5,376.2,66724,154,73322,33,31266,0.487,64254
"60628",52,"12/26/2021",2022-01-01,1286,10347,1927,15507.2,5,259,7.5,388.2,66724,16,76108,1,31848,0.496,64254
"60628",2,"01/09/2022",2022-01-15,423,11647,634,17455.5,10,279,15,418.1,66724,184,79326,38,32613,0.508,64254
"60628",5,"01/30/2022",2022-02-05,39,11946,58,17903.6,5,300,7.5,449.6,66724,108,82974,54,33887,0.527,64254
"60628",6,"02/06/2022",2022-02-12,32,11978,48,17951.6,0,300,0,449.6,66724,82,83989,37,34292,0.534,64254
"60628",7,"02/13/2022",2022-02-19,26,12004,39,17990.5,3,303,4.5,454.1,66724,74,84805,31,34677,0.54,64254
"60634",7,"02/13/2022",2022-02-19,72,19040,95,25054.3,1,236,1.3,310.5,75995,170,128414,68,52506,0.699,75082
"60640",1,"01/02/2022",2022-01-08,932,9517,1337,13651.3,0,174,0,249.6,69715,253,129625,50,51543,0.743,69363
"60640",2,"01/09/2022",2022-01-15,638,10155,915,14566.4,2,176,2.9,252.5,69715,269,131628,18,51819,0.747,69363
"60640",3,"01/16/2022",2022-01-22,328,10483,470,15036.9,4,180,5.7,258.2,69715,132,133231,19,52093,0.751,69363
"60640",4,"01/23/2022",2022-01-29,183,10666,262,15299.4,3,183,4.3,262.5,69715,140,134381,27,52371,0.755,69363
"60629",50,"12/12/2021",2021-12-18,491,20380,439,18220.8,2,292,1.8,261.1,111850,581,165578,80,73310,0.666,110029
"60629",51,"12/19/2021",2021-12-25,973,21353,870,19090.7,5,297,4.5,265.5,111850,4,168391,0,73758,0.67,110029
"60629",52,"12/26/2021",2022-01-01,2189,23542,1957,21047.8,3,300,2.7,268.2,111850,14,171530,1,74365,0.676,110029
"60629",2,"01/09/2022",2022-01-15,1065,26583,952,23766.7,8,313,7.2,279.8,111850,581,180502,68,75976,0.691,110029
"60629",4,"01/23/2022",2022-01-29,253,27375,226,24474.7,7,327,6.3,292.4,111850,524,188616,153,77892,0.708,110029
"60629",5,"01/30/2022",2022-02-05,149,27524,133,24608,4,331,3.6,295.9,111850,429,191582,173,79040,0.718,110029
"60629",6,"02/06/2022",2022-02-12,114,27638,102,24709.9,4,335,3.6,299.5,111850,566,194850,248,80238,0.729,110029
"60629",7,"02/13/2022",2022-02-19,63,27701,56,24766.2,1,336,0.9,300.4,111850,379,197226,128,81182,0.738,110029
"60630",50,"12/12/2021",2021-12-18,277,7643,483,13328.3,2,153,3.5,266.8,57344,283,88203,53,37817,0.67,56433
"60630",51,"12/19/2021",2021-12-25,525,8168,916,14243.9,3,156,5.2,272,57344,2,89970,0,38087,0.675,56433
"60630",52,"12/26/2021",2022-01-01,1071,9239,1868,16111.5,1,157,1.7,273.8,57344,9,91472,3,38338,0.679,56433
"60630",1,"01/02/2022",2022-01-08,1076,10315,1876,17987.9,2,159,3.5,277.3,57344,236,93258,42,38665,0.685,56433
"60630",2,"01/09/2022",2022-01-15,607,10922,1058,19046.5,3,162,5.2,282.5,57344,187,94917,16,38953,0.69,56433
"60630",3,"01/16/2022",2022-01-22,360,11282,628,19674.2,4,166,7,289.5,57344,183,96447,15,39226,0.695,56433
"60630",4,"01/23/2022",2022-01-29,211,11493,368,20042.2,2,168,3.5,293,57344,181,97725,31,39556,0.701,56433
"60630",5,"01/30/2022",2022-02-05,117,11610,204,20246.2,6,174,10.5,303.4,57344,114,98602,35,39865,0.706,56433
"60630",6,"02/06/2022",2022-02-12,68,11678,119,20364.8,0,174,0,303.4,57344,119,99424,40,40186,0.712,56433
"60637",50,"12/12/2021",2021-12-18,426,5478,898,11543.8,0,74,0,155.9,47454,125,56522,25,23651,0.5,47300
"60637",51,"12/19/2021",2021-12-25,637,6115,1342,12886.2,0,74,0,155.9,47454,0,57545,0,23819,0.504,47300
"60637",1,"01/02/2022",2022-01-08,747,7617,1574,16051.3,4,80,8.4,168.6,47454,115,59889,31,24292,0.514,47300
"60637",2,"01/09/2022",2022-01-15,342,7959,721,16772,3,83,6.3,174.9,47454,126,61159,26,24536,0.519,47300
"60637",3,"01/16/2022",2022-01-22,162,8121,341,17113.4,7,90,14.8,189.7,47454,88,62171,17,24793,0.524,47300
"60637",4,"01/23/2022",2022-01-29,111,8232,234,17347.3,2,92,4.2,193.9,47454,93,63186,27,25165,0.532,47300
"60641",50,"12/12/2021",2021-12-18,353,11384,497,16028.6,2,151,2.8,212.6,71023,335,110171,55,48094,0.688,69880
"60641",51,"12/19/2021",2021-12-25,633,12017,891,16919.9,3,154,4.2,216.8,71023,2,112304,0,48461,0.693,69880
"60641",52,"12/26/2021",2022-01-01,1387,13404,1953,18872.8,1,155,1.4,218.2,71023,11,114368,1,48789,0.698,69880
"60641",4,"01/23/2022",2022-01-29,218,16159,307,22751.8,2,169,2.8,238,71023,300,123786,50,50532,0.723,69880
"60641",5,"01/30/2022",2022-02-05,119,16278,168,22919.3,5,174,7,245,71023,241,125338,94,51094,0.731,69880
"60643",52,"12/26/2021",2022-01-01,964,8179,1933,16400.6,2,175,4,350.9,49870,5,73974,0,30147,0.617,48887
"60643",6,"02/06/2022",2022-02-12,24,9472,48,18993.4,2,200,4,401,49870,81,79837,43,31840,0.651,48887
"60644",7,"02/13/2022",2022-02-19,17,9311,36,19515,0,197,0,412.9,47712,81,57543,40,24023,0.516,46591
"60645",7,"02/13/2022",2022-02-19,46,9678,96,20275.7,2,149,4.2,312.2,47732,49,86474,21,34988,0.74,47270
"60646",50,"12/12/2021",2021-12-18,196,3911,700,13974.3,1,83,3.6,296.6,27987,114,48779,19,20309,0.711,28569
"60646",51,"12/19/2021",2021-12-25,289,4200,1033,15007,1,84,3.6,300.1,27987,1,49744,0,20442,0.716,28569
"60646",52,"12/26/2021",2022-01-01,469,4669,1676,16682.7,1,85,3.6,303.7,27987,8,50575,1,20578,0.72,28569
"60646",1,"01/02/2022",2022-01-08,528,5197,1887,18569.3,4,89,14.3,318,27987,95,51485,17,20729,0.726,28569
"60646",2,"01/09/2022",2022-01-15,264,5461,943,19512.6,2,91,7.1,325.2,27987,60,52291,4,20881,0.731,28569
"60646",3,"01/16/2022",2022-01-22,188,5649,672,20184.4,2,93,7.1,332.3,27987,72,52950,6,21025,0.736,28569
"60646",7,"02/13/2022",2022-02-19,26,5884,93,21024,1,95,3.6,339.4,27987,30,54241,12,21461,0.751,28569
"60631",1,"01/02/2022",2022-01-08,608,6050,2059,20488.3,3,109,10.2,369.1,29529,120,51332,21,21138,0.716,29529
"60632",3,"01/16/2022",2022-01-22,494,20346,543,22348.7,2,238,2.2,261.4,91039,493,150709,60,62326,0.694,89857
"60632",6,"02/06/2022",2022-02-12,83,20781,91,22826.5,5,249,5.5,273.5,91039,427,158513,167,64930,0.723,89857
"60632",7,"02/13/2022",2022-02-19,52,20833,57,22883.6,0,249,0,273.5,91039,258,160247,71,65597,0.73,89857
"60633",1,"01/02/2022",2022-01-08,157,2307,1220,17924,1,23,7.8,178.7,12871,35,12716,11,5485,0.432,12689
"60633",2,"01/09/2022",2022-01-15,78,2385,606,18530,2,25,15.5,194.2,12871,70,12985,8,5530,0.436,12689
"60633",4,"01/23/2022",2022-01-29,25,2454,194,19066.1,0,26,0,202,12871,22,13374,7,5648,0.445,12689
"60634",2,"01/09/2022",2022-01-15,737,18010,970,23698.9,4,220,5.3,289.5,75995,333,120348,32,50067,0.667,75082
"60634",3,"01/16/2022",2022-01-22,499,18509,657,24355.5,7,227,9.2,298.7,75995,332,122509,27,50483,0.672,75082
"60634",4,"01/23/2022",2022-01-29,250,18759,329,24684.5,7,234,9.2,307.9,75995,278,124568,67,51065,0.68,75082
"60636",50,"12/12/2021",2021-12-18,230,4664,714,14483.1,3,126,9.3,391.3,32203,87,35765,26,15715,0.523,30024
"60636",51,"12/19/2021",2021-12-25,397,5061,1233,15715.9,2,128,6.2,397.5,32203,0,36429,0,15840,0.528,30024
"60636",52,"12/26/2021",2022-01-01,618,5679,1919,17635,2,130,6.2,403.7,32203,5,37185,1,16013,0.533,30024
"60636",2,"01/09/2022",2022-01-15,233,6387,724,19833.6,3,142,9.3,441,32203,80,39219,15,16422,0.547,30024
"60636",3,"01/16/2022",2022-01-22,108,6495,335,20168.9,10,152,31.1,472,32203,106,40178,24,16682,0.556,30024
"60636",4,"01/23/2022",2022-01-29,53,6548,165,20333.5,4,156,12.4,484.4,32203,100,41077,40,17012,0.567,30024
"60636",5,"01/30/2022",2022-02-05,28,6576,87,20420.5,2,158,6.2,490.6,32203,92,41789,41,17301,0.576,30024
"60636",6,"02/06/2022",2022-02-12,19,6595,59,20479.5,0,158,0,490.6,32203,87,42581,44,17614,0.587,30024
"60636",7,"02/13/2022",2022-02-19,24,6619,74,20554,3,161,9.3,500,32203,44,43158,22,17870,0.595,30024
"60647",50,"12/12/2021",2021-12-18,592,11815,676,13501.5,0,164,0,187.4,87509,393,145067,69,61154,0.698,87633
"60647",51,"12/19/2021",2021-12-25,1082,12897,1236,14737.9,1,165,1.1,188.6,87509,2,148108,1,61548,0.702,87633
"60647",52,"12/26/2021",2022-01-01,1291,14188,1475,16213.2,2,167,2.3,190.8,87509,10,150511,2,61869,0.706,87633
"60647",7,"02/13/2022",2022-02-19,63,17061,72,19496.3,0,187,0,213.7,87509,108,162984,52,64571,0.737,87633
"60637",52,"12/26/2021",2022-01-01,755,6870,1591,14477.2,2,76,4.2,160.2,47454,5,58452,2,24001,0.507,47300
"60637",5,"01/30/2022",2022-02-05,92,8324,194,17541.2,2,94,4.2,198.1,47454,83,63916,32,25429,0.538,47300
"60637",6,"02/06/2022",2022-02-12,115,8439,242,17783.5,1,95,2.1,200.2,47454,57,64569,18,25716,0.544,47300
"60637",7,"02/13/2022",2022-02-19,132,8571,278,18061.7,0,95,0,200.2,47454,66,65021,39,25928,0.548,47300
"60638",52,"12/26/2021",2022-01-01,1210,11719,2058,19931.3,5,160,8.5,272.1,58797,6,83991,3,35845,0.611,58669
"60638",1,"01/02/2022",2022-01-08,1236,12955,2102,22033.4,2,162,3.4,275.5,58797,232,85682,47,36152,0.616,58669
"60638",2,"01/09/2022",2022-01-15,567,13522,964,22997.8,6,168,10.2,285.7,58797,188,87447,20,36448,0.621,58669
"60638",4,"01/23/2022",2022-01-29,172,14033,292,23866.9,2,172,3.4,292.5,58797,202,90437,67,37231,0.635,58669
"60639",1,"01/02/2022",2022-01-08,1949,22164,2153,24486,3,283,3.3,312.6,90517,566,139165,135,59504,0.675,88204
"60639",2,"01/09/2022",2022-01-15,931,23095,1028,25514.5,3,286,3.3,316,90517,600,143099,81,60164,0.682,88204
"60640",50,"12/12/2021",2021-12-18,432,6795,620,9746.8,0,169,0,242.4,69715,355,123231,37,50543,0.729,69363
"60640",51,"12/19/2021",2021-12-25,840,7635,1205,10951.7,2,171,2.9,245.3,69715,6,125455,1,50799,0.732,69363
"60640",52,"12/26/2021",2022-01-01,950,8585,1363,12314.4,3,174,4.3,249.6,69715,14,127340,6,51105,0.737,69363
"60640",5,"01/30/2022",2022-02-05,100,10766,143,15442.9,3,186,4.3,266.8,69715,155,135312,37,52625,0.759,69363
"60640",6,"02/06/2022",2022-02-12,75,10841,108,15550.5,0,186,0,266.8,69715,75,136090,24,52873,0.762,69363
"60640",7,"02/13/2022",2022-02-19,61,10902,88,15638,0,186,0,266.8,69715,52,136546,19,53011,0.764,69363
"60641",1,"01/02/2022",2022-01-08,1419,14823,1998,20870.7,5,160,7,225.3,71023,365,116910,56,49238,0.705,69880
"60641",2,"01/09/2022",2022-01-15,739,15562,1040,21911.2,3,163,4.2,229.5,71023,322,119480,48,49638,0.71,69880
"60641",3,"01/16/2022",2022-01-22,379,15941,534,22444.8,4,167,5.6,235.1,71023,277,121755,29,50064,0.716,69880
"60641",6,"02/06/2022",2022-02-12,81,16359,114,23033.4,3,177,4.2,249.2,71023,198,126779,67,51612,0.739,69880
"60641",7,"02/13/2022",2022-02-19,51,16410,72,23105.2,0,177,0,249.2,71023,159,127752,71,52045,0.745,69880
"60649",1,"01/02/2022",2022-01-08,538,7105,1169,15437.6,5,195,10.9,423.7,46024,113,51463,21,21424,0.459,46633
"60642",7,"02/13/2022",2022-02-19,12,4208,59,20830.7,0,30,0,148.5,20201,17,38541,8,15268,0.774,19716
"60643",50,"12/12/2021",2021-12-18,409,6479,820,12991.8,3,169,6,338.9,49870,213,71382,48,29692,0.607,48887
"60643",51,"12/19/2021",2021-12-25,736,7215,1476,14467.6,4,173,8,346.9,49870,0,72788,0,29924,0.612,48887
"60649",5,"01/30/2022",2022-02-05,37,7651,80,16623.9,2,217,4.3,471.5,46024,97,54912,33,22457,0.482,46633
"60649",6,"02/06/2022",2022-02-12,27,7678,59,16682.6,0,217,0,471.5,46024,57,55626,14,22734,0.488,46633
"60642",50,"12/12/2021",2021-12-18,234,2967,1158,14687.4,1,25,5,123.8,20201,90,34891,7,14634,0.742,19716
"60642",51,"12/19/2021",2021-12-25,310,3277,1535,16222,1,26,5,128.7,20201,1,35619,0,14717,0.746,19716
"60642",52,"12/26/2021",2022-01-01,274,3551,1356,17578.3,0,26,0,128.7,20201,4,36141,0,14783,0.75,19716
"60642",1,"01/02/2022",2022-01-08,316,3867,1564,19142.6,1,27,5,133.7,20201,66,36697,11,14867,0.754,19716
"60642",2,"01/09/2022",2022-01-15,152,4019,752,19895.1,1,28,5,138.6,20201,47,37191,7,14941,0.758,19716
"60642",3,"01/16/2022",2022-01-22,77,4096,381,20276.2,0,28,0,138.6,20201,41,37606,6,15005,0.761,19716
"60642",4,"01/23/2022",2022-01-29,55,4151,272,20548.5,1,29,5,143.6,20201,33,37921,7,15090,0.765,19716
"60642",5,"01/30/2022",2022-02-05,22,4173,109,20657.4,1,30,5,148.5,20201,20,38143,5,15146,0.768,19716
"60642",6,"02/06/2022",2022-02-12,23,4196,114,20771.2,0,30,0,148.5,20201,19,38395,4,15212,0.772,19716
"60649",50,"12/12/2021",2021-12-18,371,5210,806,11320.2,1,184,2.2,399.8,46024,104,48553,24,20766,0.445,46633
"60649",51,"12/19/2021",2021-12-25,594,5804,1291,12610.8,2,186,4.3,404.1,46024,1,49496,0,20967,0.45,46633
"60649",52,"12/26/2021",2022-01-01,763,6567,1658,14268.6,4,190,8.7,412.8,46024,5,50354,1,21168,0.454,46633
"60649",2,"01/09/2022",2022-01-15,313,7418,680,16117.7,7,202,15.2,438.9,46024,106,52432,17,21634,0.464,46633
"60649",3,"01/16/2022",2022-01-22,125,7543,272,16389.3,6,208,13,451.9,46024,86,53338,13,21882,0.469,46633
"60649",4,"01/23/2022",2022-01-29,71,7614,154,16543.5,7,215,15.2,467.1,46024,85,54219,32,22207,0.476,46633
"60651",50,"12/12/2021",2021-12-18,371,9916,587,15685.4,0,163,0,257.8,63218,180,79456,31,35209,0.555,63492
"60651",51,"12/19/2021",2021-12-25,680,10596,1076,16761,2,165,3.2,261,63218,1,80972,0,35487,0.559,63492
"60651",52,"12/26/2021",2022-01-01,1164,11760,1841,18602.3,4,169,6.3,267.3,63218,10,82475,0,35736,0.563,63492
"60651",1,"01/02/2022",2022-01-08,1013,12773,1602,20204.7,4,173,6.3,273.7,63218,233,84583,47,36173,0.57,63492
"60651",2,"01/09/2022",2022-01-15,565,13338,894,21098.4,2,175,3.2,276.8,63218,244,86854,30,36600,0.576,63492
"60651",3,"01/16/2022",2022-01-22,312,13650,494,21592,1,176,1.6,278.4,63218,241,88854,38,37042,0.583,63492
"60651",4,"01/23/2022",2022-01-29,142,13792,225,21816.6,0,176,0,278.4,63218,173,90777,46,37650,0.593,63492
"60651",5,"01/30/2022",2022-02-05,77,13869,122,21938.4,3,179,4.7,283.1,63218,228,92321,95,38284,0.603,63492
"60651",6,"02/06/2022",2022-02-12,57,13926,90,22028.5,1,180,1.6,284.7,63218,157,93787,63,38872,0.612,63492
"60651",7,"02/13/2022",2022-02-19,30,13956,48,22076,0,180,0,284.7,63218,130,94915,61,39406,0.621,63492
"60643",1,"01/02/2022",2022-01-08,672,8851,1348,17748.1,5,180,10,360.9,49870,128,75264,36,30441,0.623,48887
"60652",50,"12/12/2021",2021-12-18,277,6861,631,15626.2,1,114,2.3,259.6,43907,199,62340,44,27086,0.623,43447
"60652",51,"12/19/2021",2021-12-25,534,7395,1216,16842.4,2,116,4.6,264.2,43907,1,63464,1,27248,0.627,43447
"60652",52,"12/26/2021",2022-01-01,1033,8428,2353,19195.1,2,118,4.6,268.7,43907,4,64616,0,27450,0.632,43447
"60652",7,"02/13/2022",2022-02-19,28,10059,64,22909.8,0,134,0,305.2,43907,96,72895,37,29719,0.684,43447
"60643",2,"01/09/2022",2022-01-15,298,9149,598,18345.7,5,185,10,371,49870,116,76582,21,30712,0.628,48887
"60643",3,"01/16/2022",2022-01-22,157,9306,315,18660.5,8,193,16,387,49870,121,77621,19,31002,0.634,48887
"60643",4,"01/23/2022",2022-01-29,102,9408,204,18865,4,197,8,395,49870,90,78487,28,31297,0.64,48887
"60643",5,"01/30/2022",2022-02-05,40,9448,80,18945.3,1,198,2,397,49870,88,79185,34,31567,0.646,48887
"60605",50,"12/12/2021",2021-12-18,285,2901,1036,10541.8,0,14,0,50.9,27519,107,55065,15,22217,0.765,29060
"60609",50,"12/12/2021",2021-12-18,342,9167,556,14906.9,1,172,1.6,279.7,61495,272,82749,41,36252,0.595,60939
"60616",50,"12/12/2021",2021-12-18,315,5140,578,9437.4,0,114,0,209.3,54464,271,87582,49,36708,0.677,54197
"60620",50,"12/12/2021",2021-12-18,595,8107,874,11905.3,5,216,7.3,317.2,68096,140,75168,33,32435,0.479,67711
"60601",3,"01/16/2022",2022-01-22,150,3915,1022,26678,0,13,0,88.6,14675,39,32879,2,12309,0.816,15083
"60606",3,"01/16/2022",2022-01-22,27,807,871,26023.9,0,6,0,193.5,3101,9,8440,1,3367,1.02,3287
"60611",3,"01/16/2022",2022-01-22,125,5348,386,16492.9,1,23,3.1,70.9,32426,47,72504,4,26901,0.81,33224
"60666",3,"01/16/2022",2022-01-22,0,8,0,0,0,0,0,0,0,0,129,0,74,0,0
"60601",1,"01/02/2022",2022-01-08,606,3511,4130,23925,0,12,0,81.8,14675,38,32017,6,12213,0.81,15083
"60602",3,"01/16/2022",2022-01-22,8,317,643,25482.3,0,3,0,241.2,1244,2,3640,0,1272,1.11,1145
"60606",1,"01/02/2022",2022-01-08,68,731,2193,23573,0,5,0,161.2,3101,6,8237,0,3348,1.02,3287
"60607",3,"01/16/2022",2022-01-22,153,5854,517,19783,2,16,6.8,54.1,29591,48,57297,6,22507,0.768,29293
"60611",1,"01/02/2022",2022-01-08,512,4993,1579,15398.1,1,22,3.1,67.8,32426,75,71194,12,26727,0.804,33224
"60653",50,"12/12/2021",2021-12-18,331,4065,1035,12714.2,1,79,3.1,247.1,31972,87,39686,18,16736,0.505,33154
"60653",51,"12/19/2021",2021-12-25,529,4594,1655,14368.8,2,81,6.3,253.3,31972,0,40467,0,16849,0.508,33154
"60653",52,"12/26/2021",2022-01-01,675,5269,2111,16480,4,85,12.5,265.9,31972,5,41153,1,16993,0.513,33154
"60610",3,"01/16/2022",2022-01-22,169,7497,433,19213.7,1,47,2.6,120.5,39019,56,74359,6,28967,0.714,40548
"60666",1,"01/02/2022",2022-01-08,1,8,0,0,0,0,0,0,0,0,128,0,74,0,0
"60653",1,"01/02/2022",2022-01-08,480,5749,1501,17981.4,4,89,12.5,278.4,31972,114,42023,34,17206,0.519,33154
"60653",2,"01/09/2022",2022-01-15,223,5972,698,18678.8,1,90,3.1,281.5,31972,83,42844,17,17379,0.524,33154
"60602",1,"01/02/2022",2022-01-08,47,292,3778,23472.7,0,3,0,241.2,1244,2,3566,0,1259,1.1,1145
"60607",1,"01/02/2022",2022-01-08,440,5433,1487,18360.3,1,14,3.4,47.3,29591,72,55730,10,22281,0.761,29293
"60603",3,"01/16/2022",2022-01-22,3,245,256,20868.8,0,0,0,0,1174,6,3997,0,1402,1.33,1052
"60614",3,"01/16/2022",2022-01-22,278,12593,390,17660,1,109,1.4,152.9,71308,116,129466,16,50135,0.697,71954
"60615",1,"01/02/2022",2022-01-08,585,5542,1408,13334,5,64,12,154,41563,124,68780,22,27263,0.672,40590
"60653",3,"01/16/2022",2022-01-22,117,6089,366,19044.8,1,91,3.1,284.6,31972,73,43443,14,17512,0.528,33154
"60653",4,"01/23/2022",2022-01-29,53,6142,166,19210.6,3,94,9.4,294,31972,62,44109,27,17760,0.536,33154
"60653",5,"01/30/2022",2022-02-05,25,6167,78,19288.8,3,97,9.4,303.4,31972,60,44627,23,17969,0.542,33154
"60653",6,"02/06/2022",2022-02-12,20,6187,63,19351.3,1,98,3.1,306.5,31972,68,45170,18,18140,0.547,33154
"60653",7,"02/13/2022",2022-02-19,12,6199,38,19388.8,0,98,0,306.5,31972,46,45566,23,18303,0.552,33154
"60604",3,"01/16/2022",2022-01-22,15,317,1918,40537.1,0,0,0,0,782,4,2168,1,802,0.974,823
"60608",3,"01/16/2022",2022-01-22,350,14648,442,18493.8,3,189,3.8,238.6,79205,357,125740,47,50612,0.632,80059
"60603",1,"01/02/2022",2022-01-08,35,224,2981,19080.1,0,0,0,0,1174,4,3886,1,1391,1.32,1052
"60610",1,"01/02/2022",2022-01-08,507,7044,1299,18052.7,4,41,10.3,105.1,39019,84,72760,9,28720,0.708,40548
"60613",3,"01/16/2022",2022-01-22,219,8790,437,17540.4,0,59,0,117.7,50113,126,102152,19,39767,0.783,50761
"60614",1,"01/02/2022",2022-01-08,925,11765,1297,16498.9,3,105,4.2,147.2,71308,210,126856,29,49773,0.692,71954
"60629",3,"01/16/2022",2022-01-22,539,27122,482,24248.5,7,320,6.3,286.1,111850,853,184816,109,76866,0.699,110029
"60613",1,"01/02/2022",2022-01-08,771,8102,1538,16167.5,2,55,4,109.8,50113,211,99843,28,39458,0.777,50761
"60618",1,"01/02/2022",2022-01-08,1585,15681,1679,16612.1,5,145,5.3,153.6,94395,482,166021,70,67680,0.713,94907
"60623",1,"01/02/2022",2022-01-08,1615,17401,1878,20238.7,5,298,5.8,346.6,85979,449,117992,104,50048,0.616,81283
"60629",1,"01/02/2022",2022-01-08,1976,25518,1767,22814.5,5,305,4.5,272.7,111850,706,175671,145,75163,0.683,110029
"60638",3,"01/16/2022",2022-01-22,339,13861,577,23574.3,2,170,3.4,289.1,58797,245,89066,16,36811,0.627,58669
"60604",1,"01/02/2022",2022-01-08,48,285,6138,36445,0,0,0,0,782,8,2102,2,793,0.964,823
"60608",1,"01/02/2022",2022-01-08,1219,13573,1539,17136.5,3,184,3.8,232.3,79205,379,121075,71,49839,0.623,80059
"60617",1,"01/02/2022",2022-01-08,919,13907,1114,16850,6,209,7.3,253.2,82534,199,103068,50,43199,0.517,83553
"60619",3,"01/16/2022",2022-01-22,188,10387,307,16956.2,7,199,11.4,324.9,61258,162,79095,41,32380,0.529,61207
"60612",1,"01/02/2022",2022-01-08,598,6825,1743,19891.6,5,85,14.6,247.7,34311,87,47353,17,19561,0.58,33735
"60612",3,"01/16/2022",2022-01-22,160,7295,466,21261.4,3,89,8.7,259.4,34311,70,49130,11,19943,0.591,33735
"60617",3,"01/16/2022",2022-01-22,269,14695,326,17804.8,13,233,15.8,282.3,82534,249,107104,44,44162,0.529,83553
"60628",1,"01/02/2022",2022-01-08,877,11224,1314,16821.5,10,269,15,403.2,66724,145,77718,47,32245,0.502,64254
"60633",3,"01/16/2022",2022-01-22,44,2429,342,18871.9,1,26,7.8,202,12871,23,13184,3,5587,0.44,12689
"60644",50,"12/12/2021",2021-12-18,339,6208,710,13011.4,2,158,4.2,331.2,47712,90,48508,19,21358,0.458,46591
"60644",51,"12/19/2021",2021-12-25,680,6888,1425,14436.6,4,162,8.4,339.5,47712,0,49375,0,21532,0.462,46591
